Frequency,Force
1972.92018645439,0.662105288877184+-0.486246584864612i
1979.20337176157,0.252592109280371+-0.224661038062052i
1985.48655706875,-0.77684831207786+0.271946795271134i
1991.76974237593,-0.0355487934547217+-0.0330254048159217i
1998.05292768311,-0.0664742009830149+-0.248415329539804i
2004.33611299029,-0.51035995861803+0.595666559946623i
2010.61929829747,-0.147977845945865+-0.0430236450796333i
2016.90248360465,0.875186957584344+0.170675882419044i
2023.18566891183,0.0996373647465634+-0.0723193296896552i
2029.46885421901,0.170282642008096+-0.216108233543924i
2035.75203952619,0.179021633801828+0.45258628713409i
2042.03522483337,-0.636437292687964+0.322556017864388i
2048.31841014055,-0.0492265482838391+0.412787865386458i
2054.60159544772,-0.0285383803707521+-0.0674102620939291i
2060.8847807549,-0.299709944074204+0.0244800864659814i
2067.16796606208,-0.163728647783698+-0.298198070750917i
2073.45115136926,0.0239753019946594+0.484841127869646i
2079.73433667644,-0.549451275727142+-0.585740749989644i
2086.01752198362,-0.818301022764037+0.118241158246434i
2092.3007072908,0.0155994040256083+0.0372060401579711i
2098.58389259798,0.709156595402003+-0.319449819975819i
2104.86707790516,-0.396725528955862+0.111529611571342i
2111.15026321234,0.359798306516047+0.0634189831551354i
2117.43344851952,-0.251580882372465+0.283845424643346i
2123.7166338267,-0.753853519795743+-0.0642167523390507i
2129.99981913388,-0.00416315485017888+-0.0228350082273015i
2136.28300444106,-0.0260419951053897+0.548133427810865i
2142.56618974824,-0.0459605782513123+0.0655081462770368i
2148.84937505542,-0.196822570705525+0.588882127998877i
2155.1325603626,0.123371704719529+-0.0123051944956343i
2161.41574566978,-0.0449183669798609+-0.0187958749211543i
2167.69893097696,-0.134106406187834+-0.254008426397939i
2173.98211628414,0.0100542640866727+-0.00642338778905925i
2180.26530159132,-0.721373413596961+0.394884455974759i
2186.5484868985,-0.233582135221638+-0.347554170040791i
2192.83167220568,-0.409486834905802+-0.354701524582063i
2199.11485751286,0.555226943977477+-0.266815140788415i
2205.39804282003,-0.404384612841076+-0.325927197455942i
2211.68122812721,-0.462501169332942+0.700627971698359i
2217.96441343439,0.397365587471278+-0.389337878651777i
2224.24759874157,0.48933213411161+0.533619020130305i
2230.53078404875,0.363021250553958+-0.0610556143317922i
2236.81396935593,0.0216159720017419+0.0505687336954116i
2243.09715466311,-0.161631337838051+0.0170307488255169i
2249.38033997029,-0.3114386920407+-0.356475007283307i
2255.66352527747,-0.349661050547476+-0.363434408250752i
2261.94671058465,-0.876693719571159+0.336552658005149i
2268.22989589183,-0.407576937862873+0.590053378692477i
2274.51308119901,0.104314234441204+-0.858015167949395i
2280.79626650619,-0.272676028912639+0.0847718087926117i
2287.07945181337,-0.699471494472225+0.115906621125525i
2293.36263712055,0.178586351189645+-0.374659600701103i
2299.64582242773,0.0582098084459958+-0.120018801077224i
2305.92900773491,-0.522087278750666+-0.785920446212747i
2312.21219304209,0.165638913852943+0.103551876239303i
2318.49537834927,0.922531946870177+-0.129537726739791i
2324.77856365645,-0.74481284669551+-0.0751947709209956i
2331.06174896363,0.0250116581585506+0.00551265147771563i
2337.34493427081,0.0250716963821769+0.154775246595769i
2343.62811957799,-0.147115126506828+-0.119714485544191i
2349.91130488517,-0.109789043103328+-0.118548682983953i
2356.19449019234,-0.266778094104039+-0.386731746722394i
2362.47767549952,0.888143135797366+0.112001783478042i
2368.7608608067,0.131470200368448+-0.532695831286941i
2375.04404611388,-0.641586678911238+0.408725679116073i
2381.32723142106,-0.481522143549059+0.588055563349865i
2387.61041672824,-0.216917687058844+-0.247856136153269i
2393.89360203542,-0.453339431417383+0.276698872999409i
2400.1767873426,0.427961967791733+-0.32425434026485i
2406.45997264978,0.570044880885401+0.0764067118060081i
2412.74315795696,0.474991431323641+-0.391069262028516i
2419.02634326414,-0.787159086217966+-0.470976930680386i
2425.30952857132,0.655405880174858+-0.431628007410365i
2431.5927138785,-0.652728178512612+0.661112357655599i
2437.87589918568,0.0891774127524446+-0.637568731109344i
2444.15908449286,0.367941512965472+0.462059831215785i
2450.44226980004,0.614428350350553+-0.496892125576074i
2456.72545510722,-0.823840989222977+-0.201928929814198i
2463.0086404144,0.213501073392907+0.478516401360549i
2469.29182572158,-0.491152466226344+0.167906706385575i
2475.57501102876,-0.483403628110733+0.589033343729535i
2481.85819633594,-0.0299895250790071+-0.0826960973237487i
2488.14138164312,-0.806591822575762+0.0201773901187166i
2494.4245669503,-0.489113016687293+-0.464385636701373i
2500.70775225748,-0.0821337177486799+0.256958106481731i
2506.99093756465,-0.356182981546138+-0.486764047207913i
2513.27412287183,0.739883494439866+-0.52456489836929i
2519.55730817901,-0.406301397681611+-0.202640542143931i
2525.84049348619,-0.0140737453239561+-0.0234901076855601i
2532.12367879337,0.358021429288238+0.686900342826478i
2538.40686410055,-0.18445774445344+-0.229340274733968i
2544.69004940773,-0.628329467086841+-0.12127338414268i
2550.97323471491,0.0997620944251207+-0.52681781559232i
2557.25642002209,-0.0397314829070744+0.105742355270536i
2563.53960532927,0.0128791479193078+-0.0397920982165517i
2569.82279063645,0.143706459062684+0.430642492108171i
2576.10597594363,0.644577566771303+-0.490549269727483i
2582.38916125081,-0.575253305726931+0.42306679218995i
2588.67234655799,-0.00306570619049765+0.368456391175262i
2594.95553186517,-0.334111386783254+0.805925264917982i
2601.23871717235,-0.376181829505379+0.41476151383917i
2607.52190247953,-0.619286460634082+-0.232177808568531i
2613.80508778671,0.112511912118921+-0.674840312508564i
2620.08827309389,-0.442234219124177+-0.297980467496424i
2626.37145840107,-0.183945157243221+0.102523647593723i
2632.65464370825,-0.0772324504689453+-0.0113940601137747i
2638.93782901543,-0.249037742687834+-0.0534494330977165i
2645.22101432261,-0.052413661245924+-0.00311909821892584i
2651.50419962979,-0.473638429856159+0.291065645071243i
2657.78738493696,0.00298359396120533+-0.00492275599851204i
2664.07057024414,-0.732625185224857+0.247089429894899i
2670.35375555132,0.187747981065748+0.424717070026395i
2676.6369408585,-0.323013085563667+0.218929734347909i
2682.92012616568,0.414861810101869+-0.0482990479342536i
2689.20331147286,-0.221730413408245+0.0831693071614314i
2695.48649678004,0.261167283823943+0.243347287337032i
2701.76968208722,0.12380194400156+0.024595085607589i
2708.0528673944,-0.197769272142773+0.712753931606758i
2714.33605270158,-0.339494962029036+-0.0693437966826753i
2720.61923800876,-0.285510635378563+0.637780584789944i
2726.90242331594,-0.581736895171192+0.450619276497816i
2733.18560862312,0.0234978379227495+0.0465365437136266i
2739.4687939303,-0.295177506933558+-0.28908829293999i
2745.75197923748,0.74740976259906+0.402586722683182i
2752.03516454466,0.0958105285444083+-0.337982230844585i
2758.31834985184,0.460495389859319+0.80905379250465i
2764.60153515902,0.0588614148631007+-0.0104638296764338i
2770.8847204662,-0.403130409474744+0.119477256348339i
2777.16790577338,0.20239038950412+0.752824342262818i
2783.45109108056,0.0297577248823097+0.328064312893474i
2789.73427638774,-0.0876768202860788+-0.727569605472341i
2796.01746169492,0.731179394377429+0.506581654695544i
2802.3006470021,0.22653827081121+-0.496788967528939i
2808.58383230927,0.07154750395096+-0.0899650328915801i
2814.86701761645,0.0169494047377093+-0.00394971969933184i
2821.15020292363,-0.0579276571894301+0.176592329054764i
2827.43338823081,-0.155324061580275+0.0432752387252072i
2833.71657353799,0.277741630361073+0.0236743282054195i
2839.99975884517,-0.192242760973136+-0.569537380100376i
2846.28294415235,0.114614961714827+-0.667296982341847i
2852.56612945953,0.216858866426073+-0.237458781426345i
2858.84931476671,0.835803661035624+0.223962775611625i
2865.13250007389,-0.393408880419245+0.686875227116007i
2871.41568538107,0.264343045706929+0.540192374946702i
2877.69887068825,0.699696649868598+-0.169538739750669i
2883.98205599543,0.118155967102683+-0.882451176418958i
2890.26524130261,-0.446675986723305+0.759440457360693i
2896.54842660979,-0.232220234921952+-0.136317386591607i
2902.83161191697,-0.519872207101168+-0.494684585260265i
2909.11479722415,-0.00632887873031896+0.0137663417789594i
2915.39798253133,-0.0552191260592713+0.207744468134489i
2921.68116783851,-0.111315951748976+-0.359454275110744i
2927.96435314569,0.278685484128102+0.171287302293069i
2934.24753845287,0.0163794456715349+-0.00681485732647621i
2940.53072376005,-0.15858844428379+0.10732572139382i
2946.81390906723,0.123649063681391+-0.247170385732081i
2953.09709437441,0.903203821981838+0.184450706167155i
2959.38027968159,-0.105146774125306+-0.431847805065873i
2965.66346498876,-0.437050185147018+-0.0137270602642938i
2971.94665029594,-0.572221229735438+-0.116400252485588i
2978.22983560312,-0.130383590797698+-0.38533761318694i
2984.5130209103,0.677996260650265+0.314384301737327i
2990.79620621748,0.000261651506649838+-0.000195503520597246i
2997.07939152466,0.429269007027224+-0.533978266222846i
3003.36257683184,-0.21494830360819+0.249409489039524i
3009.64576213902,-0.418831033405842+-0.799381793263674i
3015.9289474462,0.123749834251224+-0.105273521913841i
3022.21213275338,-0.290279249068507+-0.684983276762492i
3028.49531806056,-0.564936730225136+-0.644132251861825i
3034.77850336774,0.149694623750846+0.0206595314008152i
3041.06168867492,-0.658821886129492+-0.155393792096309i
3047.3448739821,-0.322628485079848+0.687785966660551i
3053.62805928928,0.914898396328126+0.212281302948919i
3059.91124459646,0.440643200031935+0.094479974782659i
3066.19442990364,0.316680801047525+-0.0366459137741735i
3072.47761521082,0.586731750372264+0.584409442786724i
3078.760800518,-0.786744859236854+-0.00260985438867591i
3085.04398582518,-0.293264685894801+0.883351015612913i
3091.32717113236,0.199827878099641+-0.463216271808017i
3097.61035643954,-0.176100651540535+-0.623911633778058i
3103.89354174672,-0.454717333111766+0.032907820799471i
3110.1767270539,0.751885968130474+-0.27362609789804i
3116.45991236107,-0.763124054710421+0.0558222627778529i
3122.74309766825,-0.0461411309456203+-0.764997564639159i
3129.02628297543,-0.42062619443909+0.388166912164334i
3135.30946828261,0.719545416701451+-0.3185408434036i
3141.59265358979,0.0614142413151715+-0.280211313270303i
3147.87583889697,0.644950286675338+-0.052210827979329i
3154.15902420415,0.0181385360249899+0.160989785356948i
3160.44220951133,-0.0741002928063947+0.0158318007442871i
3166.72539481851,-0.384977022614142+-0.775214864189732i
3173.00858012569,0.0947015955550787+-0.315912337620352i
3179.29176543287,0.0495610835092688+0.0473201887957584i
3185.57495074005,0.00425147947737675+0.000634358695165674i
3191.85813604723,0.379488314043426+-0.120048986320837i
3198.14132135441,-0.347687742385545+0.0913004153855704i
3204.42450666159,-0.65669002625668+-0.160179817019855i
3210.70769196877,-0.934889925778962+0.0307687691509275i
3216.99087727595,-0.43768550410358+0.00671037370179839i
3223.27406258313,-0.9513065978613+-0.226435598291075i
3229.55724789031,0.136763065206849+0.987920265297159i
3235.84043319749,-0.337553246639235+-0.469620368280871i
3242.12361850467,0.276677466377476+-0.675633953384409i
3248.40680381185,0.387482887101304+0.291125148992954i
3254.68998911903,0.169990248279183+-0.285814013233929i
3260.97317442621,-0.0369672360238598+-0.753098603728708i
3267.25635973338,0.0155907088956639+-0.483792654073749i
3273.53954504056,0.135868729876921+-0.355110886697586i
3279.82273034774,-0.182891061342881+-0.108220483593835i
3286.10591565492,-0.060408073451086+-0.0169824188014871i
3292.3891009621,0.000190250743596798+-0.000432167997725157i
3298.67228626928,0.126800641048082+-0.003980322555923i
3304.95547157646,-0.0455680730717015+-0.0980655624593943i
3311.23865688364,0.0903766815013326+-0.88127190391039i
3317.52184219082,0.271313431513996+-0.1799392681367i
3323.805027498,0.23406173827578+-0.107686326662027i
3330.08821280518,0.781574594572178+0.101797641228392i
3336.37139811236,0.81674892628767+-0.251443798589109i
3342.65458341954,-0.088189427695487+0.194655115418501i
